Date;Prec;Temp;Flow;Q
2011-06-12;0.0;15.3;5.4205;0.5476497183703367
2011-06-13;0.0;13.12;4.5738;0.4621050238690612
2011-06-14;0.0;11.64;3.7771;0.3816119825212801
2011-06-15;0.0;16.94;3.3243;0.3358642115632341
2011-06-16;0.0;21.1;3.0335;0.3064837968225101
2011-06-17;0.0;16.96;4.4104;0.4455962213634413
2011-06-18;29.6;17.56;10.3215;1.0428127604758657
2011-06-19;0.0;21.62;9.679;0.9778990174534616
2011-06-20;0.0;20.12;8.8444;0.8935768230153318
2011-06-21;23.35;16.52;50.4527;5.09739082114622
2011-06-22;10.3;16.42;41.6057;4.203551312166906
2011-06-23;16.95;16.88;37.5213;3.7908918693642484
2011-06-24;5.15;11.04;54.5627;5.5126367103634655
2011-06-25;7.15;11.74;48.7586;4.926230708999519
2011-06-26;0.15000000000000036;8.6;41.8041;4.2235962718799716
2011-06-27;0.85;6.78;30.8955;3.121467000075775
2011-06-28;0.0;7.54;23.9543;2.4201763026950567
2011-06-29;0.0;10.32;15.9367;1.61013361622591
2011-06-30;0.0;11.4;13.0266;1.3161172993862242
2011-07-01;5.6;9.56;12.1014;1.2226415094339622
2011-07-02;7.85;6.8;13.9746;1.4118966431764794
2011-07-03;0.6000000000000001;5.6;13.4978;1.3637240787047562
2011-07-04;0.0;3.48;10.1058;1.0210199287716906
2011-07-05;0.0;4.16;8.6398;0.8729054583112322
2011-07-06;0.0;5.32;7.6411;0.7720037382233336
2011-07-07;0.0;5.36;6.8725;0.6943497259478164
2011-07-08;0.0;7.4;5.2473;0.5301507918466318
2011-07-09;0.0;10.88;4.9066;0.4957288272587205
2011-07-10;0.0;11.48;4.7392;0.478815892500821
2011-07-11;0.5;13.08;4.0896;0.4131848147306206
2011-07-12;0.0;16.48;3.9323;0.39729231390972697
2011-07-13;12.3;17.24;4.4104;0.4455962213634413
2011-07-14;18.450000000000006;14.96;22.9948;2.323235078679498
2011-07-15;25.9;22.84;51.7376;5.227208203884722
2011-07-16;0.0;19.96;34.1481;3.4500871410168976
2011-07-17;1.75;14.04;25.7513;2.6017327170316484
2011-07-18;2.95;14.16;23.7933;2.4039099795408045
2011-07-19;1.2000000000000002;15.72;23.1537;2.3392892324013035
2011-07-20;12.15;12.6;26.92;2.7198100578414293
2011-07-21;82.3;10.32;207.266;20.940718850243737
2011-07-22;0.0;10.8;88.4027;8.931595564648532
2011-07-23;0.15;12.24;42.0029;4.243681644818266
2011-07-24;0.0;14.92;30.5417;3.0857215023616478
2011-07-25;0.0;21.56;24.9284;2.5185926094314364
2011-07-26;0.0;14.48;23.6328;2.387694172918088
2011-07-27;7.0;13.88;25.7513;2.6017327170316484
2011-07-28;42.7;17.04;86.5684;8.746270617059432
2011-07-29;15.15;15.72;100.535;10.157358995731354
2011-07-30;35.65;12.44;190.446;19.2413427294082
2011-07-31;7.35;9.32;75.8694;7.665317875274682
2011-08-01;2.5;12.4;45.64100000000001;4.611250031572834
2011-08-02;24.85;8.8;67.602;6.830037129650679
2011-08-03;8.3;10.76;59.0183;5.9627996261776675
2011-08-04;0.7;7.84;46.6716;4.7153747063726605
2011-08-05;0.0;9.08;35.4457;3.5811876436563868
2011-08-06;0.0;12.76;26.7519;2.70282639993938
2011-08-07;1.8;16.6;18.5089;1.8700108610542805
2011-08-08;40.8;19.04;83.7153;8.458013184814732
2011-08-09;94.2;16.76;208.043;21.01922154024905
2011-08-10;3.5;16.48;124.513;12.579929782021164
2011-08-11;0.0;19.48;55.0024;5.557060948195296
2011-08-12;0.0;24.92;49.1801;4.968816145083479
2011-08-13;0.0;19.68;39.0586;3.946209997221591
2011-08-14;10.8;13.12;29.4895;2.97941451339951
2011-08-15;7.75;18.72;27.4269;2.7710237175115555
2011-08-16;0.0;24.4;24.1156;2.4364729357682307
2011-08-17;0.0;16.76;17.9842;1.8169988128615089
2011-08-18;0.0;14.64;13.9746;1.4118966431764794
2011-08-19;10.55;13.64;12.5611;1.2690864085271905
2011-08-20;2.2;7.52;11.4228;1.1540804728347354
2011-08-21;0.0;5.68;10.9777;1.1091106564623274
2011-08-22;0.0;6.96;10.5387;1.064757141774646
2011-08-23;3.9;10.72;10.3215;1.0428127604758657
2011-08-24;0.8500000000000001;15.4;10.1058;1.0210199287716906
2011-08-25;4.9;15.32;9.679;0.9778990174534616
2011-08-26;2.15;11.84;9.468;0.956581041145715
2011-08-27;0.0;16.68;9.0507;0.9144199439266502
2011-08-28;13.1;18.2;8.6398;0.8729054583112322
2011-08-29;18.85;13.6;62.2147;6.285741708974262
2011-08-30;14.15;13.88;70.7208;7.14513904675305
2011-08-31;0.15000000000000036;10.56;42.0029;4.243681644818266
2011-09-01;0.0;9.44;30.7184;3.103574044606097
2011-09-02;0.0;11.28;23.9543;2.4201763026950567
2011-09-03;0.0;16.32;19.5737;1.9775908666110984
2011-09-04;0.0;26.64;17.4645;1.764491929984087
2011-09-05;13.35;14.88;25.917;2.618473895582329
2011-09-06;12.95;10.72;27.0886;2.7368442322750117
2011-09-07;0.0;13.92;23.4727;2.3715187795205983
2011-09-08;4.0;14.76;16.95;1.7125104190346292
2011-09-09;21.05;14.52;28.7957;2.9093177742416207
2011-09-10;0.09999999999999963;16.08;31.6077;3.1934227475941497
2011-09-11;0.0;12.6;26.2498;2.6520976989719887
2011-09-12;0.0;15.0;19.0388;1.9235482811750144
2011-09-13;0.0;15.6;14.4569;1.4606248894950873
2011-09-14;0.0;13.68;11.1995;1.1315197898512288
2011-09-15;0.0;16.72;8.8444;0.8935768230153318
2011-09-16;0.0;20.08;7.4464;0.7523326008436261
2011-09-17;0.0;20.56;6.8725;0.6943497259478164
2011-09-18;0.15;18.88;5.9513;0.6012780682478341
2011-09-19;0.4500000000000001;17.36;5.5956;0.5653406077138744
2011-09-20;38.0;15.04;16.1881;1.63553332828168
2011-09-21;0.15000000000000036;14.48;14.2151;1.436195094844788
2011-09-22;0.0;17.72;10.3215;1.0428127604758657
2011-09-23;0.2;15.72;9.0507;0.9144199439266502
2011-09-24;8.5;16.12;8.4367;0.8523856432017379
2011-09-25;0.0;18.08;7.6411;0.7720037382233336
2011-09-26;0.0;19.44;7.0621;0.7135055947058675
2011-09-27;0.0;18.6;6.1320000000000014;0.6195347427445633
2011-09-28;0.0;19.28;5.5956;0.5653406077138744
2011-09-29;0.0;24.56;5.2473;0.5301507918466318
2011-09-30;0.0;19.88;4.9066;0.4957288272587205
2011-10-01;47.9;18.32;26.92;2.7198100578414293
2011-10-02;2.45;18.84;32.6874;3.3025081457907097
2011-10-03;0.0;14.52;23.313;2.355383799348337
2011-10-04;0.0;15.12;15.1907;1.5347629511757723
2011-10-05;0.0;18.6;12.3305;1.2457881841832743
2011-10-06;0.0;20.8;9.468;0.956581041145715
2011-10-07;0.0;23.0;7.4464;0.7523326008436261
2011-10-08;13.35;19.88;7.4464;0.7523326008436261
2011-10-09;1.7;22.48;7.0621;0.7135055947058675
2011-10-10;1.6;18.64;6.8725;0.6943497259478164
2011-10-11;0.0;19.4;5.9513;0.6012780682478341
2011-10-12;0.0;18.12;5.5956;0.5653406077138744
2011-10-13;17.349999999999998;20.2;5.2473;0.5301507918466318
2011-10-14;1.0500000000000007;18.68;4.9066;0.4957288272587205
2011-10-15;0.0;18.44;4.5738;0.4621050238690612
2011-10-16;0.0;18.76;4.2489;0.429279381677654
2011-10-17;0.0;19.88;3.9323;0.39729231390972697
2011-10-18;0.0;18.84;6.8725;0.6943497259478164
2011-10-19;0.0;18.76;5.9513;0.6012780682478341
2011-10-20;0.0;18.4;4.5738;0.4621050238690612
2011-10-21;0.0;22.12;3.9323;0.39729231390972697
2011-10-22;0.0;24.84;3.1778;0.32106286782349525
2011-10-23;0.0;25.04;2.3606;0.23849864868278145
2011-10-24;2.15;19.0;1.8088;0.18274860448081634
2011-10-25;56.0;18.32;30.0139;3.03239625167336
2011-10-26;57.7;16.56;192.71;19.47008158419843
2011-10-27;0.15000000000000036;16.56;83.4577;8.431987067767928
2011-10-28;0.0;18.92;40.8155;4.12371498572908
2011-10-29;0.0;17.6;27.0886;2.7368442322750117
2011-10-30;0.6;17.48;19.0388;1.9235482811750144
2011-10-31;0.0;16.64;13.0266;1.3161172993862242
2011-11-01;0.0;17.44;10.5387;1.064757141774646
2011-11-02;0.0;19.56;9.8916;0.9993786466621202
2011-11-03;0.0;20.16;9.0507;0.9144199439266502
2011-11-04;0.0;23.2;7.6411;0.7720037382233336
2011-11-05;0.0;23.76;6.4987;0.6565835669722918
2011-11-06;1.15;25.52;5.2473;0.5301507918466318
2011-11-07;0.0;21.16;4.5738;0.4621050238690612
2011-11-08;0.0;23.48;3.9323;0.39729231390972697
2011-11-09;0.0;26.24;3.624;0.36614382056528
2011-11-10;2.1;21.88;3.3243;0.3358642115632341
2011-11-11;4.7;19.88;3.0335;0.3064837968225101
2011-11-12;0.0;19.96;2.7518;0.27802278295572225
2011-11-13;0.0;20.2;2.6089;0.263585158243035
2011-11-14;0.0;19.8;2.4827;0.2508347856836149
2011-11-15;0.0;19.52;2.2425;0.2265666439342275
2011-11-16;7.25;20.48;2.1283;0.21502866813164606
2011-11-17;0.0;21.48;2.018;0.2038847212750373
2011-11-18;0.0;22.48;1.8088;0.18274860448081634
2011-11-19;0.0;24.08;1.5225;0.15382283852390696
2011-11-20;0.0;23.4;1.2676;0.1280695107473921
2011-11-21;0.15;20.2;1.1143;0.11258114217877804
2011-11-22;18.05;21.76;1.8088;0.18274860448081634
2011-11-23;6.1;20.44;2.4827;0.2508347856836149
2011-11-24;0.0;21.08;2.3606;0.23849864868278145
2011-11-25;0.0;23.0;1.8088;0.18274860448081634
2011-11-26;0.0;24.56;1.3492;0.1363138086938951
2011-11-27;0.0;26.04;1.1893;0.12015862190901973
2011-11-28;0.0;28.08;1.1143;0.11258114217877804
2011-11-29;3.25;27.24;0.8452;0.08539314490667071
2011-11-30;0.0;24.0;0.8452;0.08539314490667071
2011-12-01;1.2;17.16;0.7284;0.0735924831401076
2011-12-02;0.0;20.32;0.6742;0.0681164911217196
2011-12-03;0.0;21.16;0.6227;0.06291328837362027
2011-12-04;0.5;24.6;0.6227;0.06291328837362027
2011-12-05;0.0;25.12;0.5738;0.05797277158950265
2011-12-06;0.0;24.68;0.5276;0.05330504407567376
2011-12-07;5.6;27.12;0.5276;0.05330504407567376
2011-12-08;0.0;24.48;0.5276;0.05330504407567376
2011-12-09;0.0;22.8;0.4838;0.0488797959132126
2011-12-10;0.0;22.52;0.4425;0.044707130408426166
2011-12-11;0.0;23.84;0.4425;0.044707130408426166
2011-12-12;3.5;26.56;0.4425;0.044707130408426166
2011-12-13;1.8;21.96;0.3670000000000001;0.03707913414664951
2011-12-14;1.15;19.76;0.7284;0.0735924831401076
2011-12-15;4.8;19.68;2.2425;0.2265666439342275
2011-12-16;3.0;21.92;1.8088;0.18274860448081634
2011-12-17;0.8;22.88;1.4341;0.14489151574852868
2011-12-18;0.55;23.96;1.2676;0.1280695107473921
2011-12-19;0.0;25.48;1.1893;0.12015862190901973
2011-12-20;0.0;28.76;1.0424;0.10531686494405296
2011-12-21;0.0;28.12;0.7854;0.07935136773509131
2011-12-22;0.0;28.44;0.4425;0.044707130408426166
2011-12-23;0.0;23.56;0.2423;0.024480311181834254
2011-12-24;1.5;18.52;0.1921;0.0194084514157258
2011-12-25;0.45;19.56;0.1698;0.01715541410926726
2011-12-26;0.0;24.0;0.1493;0.015084236316334518
2011-12-27;0.0;24.32;0.1493;0.015084236316334518
2011-12-28;0.0;23.8;0.1304;0.013174711424313605
2011-12-29;0.0;23.0;0.1132;0.011436942739511504
2011-12-30;0.0;23.52;0.0834;0.008426157460028795
2011-12-31;7.8;22.84;0.1304;0.013174711424313605
2012-01-01;1.7;22.76;0.3004;0.030350332146194838
2012-01-02;1.25;23.88;0.1921;0.0194084514157258
2012-01-03;0.0;26.12;0.1921;0.0194084514157258
2012-01-04;2.85;24.08;0.1493;0.015084236316334518
2012-01-05;0.0;23.4;0.1132;0.011436942739511504
2012-01-06;0.0;25.8;0.1132;0.011436942739511504
2012-01-07;0.0;25.8;0.0834;0.008426157460028795
2012-01-08;0.0;27.68;0.0593;0.005991260640044455
2012-01-09;12.8;29.6;0.0402;0.004061529135409563
2012-01-10;0.0;28.36;0.0325;0.003283574549771413
2012-01-11;0.0;27.96;14.9448;1.5099189209668864
2012-01-12;14.2;26.08;5.0760000000000005;0.5128438281427598
2012-01-13;26.65;20.8;3.3243;0.3358642115632341
2012-01-14;23.85;21.76;2.4827;0.2508347856836149
2012-01-15;8.25;23.04;1.8088;0.18274860448081634
2012-01-16;0.0;24.28;1.4341;0.14489151574852868
2012-01-17;0.0;24.44;1.2676;0.1280695107473921
2012-01-18;0.0;26.24;0.9737;0.09837589351115153
2012-01-19;0.0;26.72;0.7284;0.0735924831401076
2012-01-20;0.0;27.04;0.5276;0.05330504407567376
2012-01-21;35.6;26.08;5.5956;0.5653406077138744
2012-01-22;0.5;26.6;5.2473;0.5301507918466318
2012-01-23;10.5;28.92;2.018;0.2038847212750373
2012-01-24;6.7;27.0;1.5225;0.15382283852390696
2012-01-25;0.15;25.64;1.7098;0.17274633123689728
2012-01-26;8.0;22.32;0.9737;0.09837589351115153
2012-01-27;0.0;22.2;0.7284;0.0735924831401076
2012-01-28;0.0;24.44;0.6227;0.06291328837362027
2012-01-29;0.0;25.68;0.5276;0.05330504407567376
2012-01-30;0.0;26.96;0.3670000000000001;0.03707913414664951
2012-01-31;0.0;28.88;0.2423;0.024480311181834254
2012-02-01;0.0;28.12;0.2423;0.024480311181834254
2012-02-02;0.0;26.8;0.1921;0.0194084514157258
2012-02-03;4.0;25.8;2.2425;0.2265666439342275
2012-02-04;1.45;26.96;0.5738;0.05797277158950265
2012-02-05;0.0;27.6;0.3326;0.033603596777045296
2012-02-06;24.7;27.64;8.0356;0.8118612816044051
2012-02-07;9.5;25.44;5.5956;0.5653406077138744
2012-02-08;25.35;28.8;23.313;2.355383799348337
2012-02-09;1.0;25.96;10.5387;1.064757141774646
2012-02-10;2.45;23.2;4.2489;0.429279381677654
2012-02-11;0.0;21.36;2.2425;0.2265666439342275
2012-02-12;0.0;22.24;1.6144;0.1631077770200298
2012-02-13;0.0;25.0;1.1143;0.11258114217877804
2012-02-14;0.0;27.9;0.8452;0.08539314490667071
2012-02-15;0.0;28.52;0.7284;0.0735924831401076
2012-02-16;0.0;29.6;0.6227;0.06291328837362027
2012-02-17;0.0;28.32;0.5276;0.05330504407567376
2012-02-18;0.0;27.92;2.4827;0.2508347856836149
2012-02-19;13.5;30.4;1.2676;0.1280695107473921
2012-02-20;6.7;27.52;0.7854;0.07935136773509131
2012-02-21;0.0;25.36;1.1143;0.11258114217877804
2012-02-22;25.7;24.56;1.1143;0.11258114217877804
2012-02-23;0.0;25.08;6.4987;0.6565835669722918
2012-02-24;0.0;24.88;3.624;0.36614382056528
2012-02-25;0.0;22.92;4.2489;0.429279381677654
2012-02-26;9.95;25.56;3.9323;0.39729231390972697
2012-02-27;8.2;23.2;2.4827;0.2508347856836149
2012-02-28;0.0;26.92;1.9116;0.193134803364401
2012-02-29;28.3;25.12;1.4341;0.14489151574852868
2012-03-01;12.25;22.44;8.0356;0.8118612816044051
2012-03-02;3.0000000000000013;21.68;5.9513;0.6012780682478341
2012-03-03;0.0;22.48;3.624;0.36614382056528
2012-03-04;0.0;24.52;2.7518;0.27802278295572225
2012-03-05;0.0;28.68;2.018;0.2038847212750373
2012-03-06;0.0;29.2;1.3492;0.1363138086938951
2012-03-07;0.0;27.92;1.0424;0.10531686494405296
2012-03-08;0.0;27.88;0.7854;0.07935136773509131
2012-03-09;7.95;25.6;0.6742;0.0681164911217196
2012-03-10;0.0;26.88;0.6227;0.06291328837362027
2012-03-11;0.0;27.16;0.5276;0.05330504407567376
2012-03-12;0.0;27.8;0.4838;0.0488797959132126
2012-03-13;0.0;25.72;0.4425;0.044707130408426166
2012-03-14;14.65;22.4;0.4425;0.044707130408426166
2012-03-15;13.6;20.52;0.3670000000000001;0.03707913414664951
2012-03-16;0.0;20.36;0.3670000000000001;0.03707913414664951
2012-03-17;0.0;23.22;0.3004;0.030350332146194838
2012-03-18;0.0;23.88;0.3004;0.030350332146194838
2012-03-19;0.0;23.8;0.5738;0.05797277158950265
2012-03-20;0.0;24.28;0.8452;0.08539314490667071
2012-03-21;0.0;22.8;0.9737;0.09837589351115153
2012-03-22;13.5;21.44;0.7854;0.07935136773509131
2012-03-23;3.8;19.32;0.6742;0.0681164911217196
2012-03-24;0.0;18.36;0.5738;0.05797277158950265
2012-03-25;0.0;18.88;0.5276;0.05330504407567376
2012-03-26;0.0;18.84;0.4425;0.044707130408426166
2012-03-27;0.1;15.24;0.4425;0.044707130408426166
2012-03-28;0.0;13.8;0.3670000000000001;0.03707913414664951
2012-03-29;0.0;16.04;0.3004;0.030350332146194838
2012-03-30;0.0;17.6;0.3004;0.030350332146194838
2012-03-31;0.0;19.8;0.2704;0.02731934025409815
2012-04-01;0.0;22.64;0.2423;0.024480311181834254
2012-04-02;0.0;21.2;0.2163;0.021853451542017125
2012-04-03;0.0;23.36;0.1921;0.0194084514157258
2012-04-04;0.0;23.88;0.1493;0.015084236316334518
2012-04-05;0.0;20.12;0.1493;0.015084236316334518
2012-04-06;36.6;18.32;0.1304;0.013174711424313605
2012-04-07;0.0;18.12;0.1132;0.011436942739511504
2012-04-08;0.0;19.64;0.1132;0.011436942739511504
2012-04-09;0.0;21.8;0.0834;0.008426157460028795
2012-04-10;0.0;20.68;0.0593;0.005991260640044455
2012-04-11;2.45;23.44;0.0593;0.005991260640044455
2012-04-12;0.0;24.04;0.0593;0.005991260640044455
2012-04-13;0.1;22.52;0.1132;0.011436942739511504
2012-04-14;23.2;18.32;0.6227;0.06291328837362027
2012-04-15;10.5;17.84;2.8915;0.2921371018665858
2012-04-16;0.0;18.48;3.9323;0.39729231390972697
2012-04-17;1.7;19.48;4.2489;0.429279381677654
2012-04-18;0.0;20.64;3.3243;0.3358642115632341
2012-04-19;0.0;18.76;3.0335;0.3064837968225101
2012-04-20;0.0;19.76;2.4827;0.2508347856836149
2012-04-21;0.0;19.6;2.1283;0.21502866813164606
2012-04-22;0.5;13.64;2.018;0.2038847212750373
2012-04-23;0.0;15.16;1.8088;0.18274860448081634
2012-04-24;0.0;11.6;1.5225;0.15382283852390696
